"","prediction","d.CMS1","d.CMS2","d.CMS3","d.CMS4","p.value","FDR"
"19828bf2-51d5-4cb2-9193-360427a38ae9","CMS2",0.783545166829201,0.57567333162927,0.782430648119706,0.700667077326083,0.001998001998002,0.0049478418577131
"1a37238a-6b18-4585-bde9-c641043328b1","CMS4",0.695341916335714,0.73842530924873,0.744029375623597,0.404658013899659,0.001,0.00274761904761905
"1a59a96b-12b7-4e9a-9e32-b01a7e48c01e","CMS4",0.669384507942705,0.613492635055224,0.754928208527833,0.590053709823743,0.00799200799200799,0.0155265609811064
"1ab15a98-a3ed-497c-9252-a6589dec4260",NA,0.688147637959988,0.701487203877319,0.619019301622724,0.642418672132199,0.036963036963037,0.0562735417616684
"1b1f27c1-950f-49a9-95b9-5104d433ad3e","CMS2",0.711097827606029,0.609381584298569,0.702630930672764,0.748839605375229,0.022977022977023,0.0384282384282384
"1b94d854-680a-4ed8-8892-99cdcf3f794f",NA,0.737172028939324,0.77525165729129,0.628303249293357,0.783409640874545,0.0539460539460539,0.077046715660577
"1bd9d725-c5b5-46cf-b3c7-8a36bf0b2bcf","CMS2",0.802040077346829,0.590350945610222,0.736055016419411,0.834989307061741,0.010989010989011,0.0203879721564609
"1c48056a-d2b8-4365-b750-485b9e9a7b6c","CMS3",0.762786334778048,0.710156877046212,0.515321050781918,0.757611403015491,0.001,0.00274761904761905
"1cb8f903-423c-47ff-ba6c-b3838a75cd22","CMS4",0.578181455872891,0.610478934917485,0.64961171059722,0.537157442797919,0.001,0.00274761904761905
"1cdc3d1e-a447-4a23-a649-d1678f1cae0d","CMS3",0.734258382416358,0.701159649209805,0.631774011180729,0.763373060148439,0.027972027972028,0.0450834082118998
"1dba29d2-d9fc-41e2-8bbb-74e5573775b0","CMS4",0.583085033912769,0.656659663723067,0.59668043626979,0.564893554595031,0.001,0.00274761904761905
"1e2f186f-1569-4874-8051-d0e956878d4c","CMS3",0.687969480956741,0.727505177637479,0.611664219525527,0.826911190900444,0.017982017982018,0.030879834451263
"1f117018-33ca-4b04-89cc-e5594656a4ba","CMS3",0.805766567334495,0.682819844470036,0.611070617854145,0.827288199209779,0.011988011988012,0.0219589933875648
"1f78d18b-ca75-4ab4-9b5e-dc1a0da9d6d3","CMS4",0.540933541951109,0.636861060484683,0.633088549255864,0.530953089682179,0.001,0.00274761904761905
"1ff59114-826b-4f37-99dd-894ae30d4e93","CMS3",0.74246001412778,0.792507702765808,0.593316781332084,0.695003105215122,0.003996003996004,0.00900661838161838
"2063302d-2b9d-4550-8426-fb64f5ea89d1","CMS3",0.760690638294331,0.695346064008012,0.579925497659151,0.849779202041156,0.001998001998002,0.0049478418577131
"21a0b137-e939-4866-aa76-90baecea1826","CMS2",0.771680609737904,0.605017709576684,0.672831048960674,0.775733252416444,0.026973026973027,0.043964510066205
"21b76e1c-1129-4c97-8c87-a7fc5d251e5f",NA,0.762303268676483,0.73860558489815,0.771972621648268,0.819491276131744,0.998001998001998,1
"2213ea96-985f-46e9-8f5b-b26f2cc0df71","CMS4",0.611677682785866,0.775524110073712,0.763709207730053,0.515341207412524,0.001,0.00274761904761905
"225e2e30-c886-4eea-9b32-71c509ea5e4e",NA,0.855335214569774,0.698208843145671,0.713667745777016,0.846907256940929,0.628371628371628,0.698594276628959
"228b425f-ddc8-46e4-b246-41f4389b7a97","CMS4",0.727754240942988,0.649381304205003,0.73871197001711,0.621839291406974,0.014985014985015,0.0264414484597971
"22f8c89b-05a1-4498-bfce-02c23da31894","CMS4",0.613805388288468,0.774287255424516,0.694792156398189,0.605265731660834,0.00699300699300699,0.014257826978675
"2315807c-35c4-422a-bf00-91b366d53113",NA,0.635444656512561,0.745889370645899,0.646847216155535,0.620301631719515,0.042957042957043,0.0633918511156363
"23d33ac1-a9db-463b-9f86-06603e02f357","CMS1",0.554720277218746,0.814538678864581,0.778550088823779,0.755819260358984,0.001,0.00274761904761905
"23d865c5-28e5-4e97-b812-12d792c8742a","CMS4",0.722307299896045,0.650949870676789,0.697667357552357,0.432346127285125,0.001,0.00274761904761905
"23facdbd-4c59-463c-960b-1383f5b16fcb","CMS4",0.644916910236902,0.705016074075384,0.67849593679818,0.543436235520331,0.001,0.00274761904761905
"245c9ca4-50f5-4855-8a44-5bde3f482b8b","CMS4",0.573853869618782,0.722979189826824,0.712172881410113,0.443369659599535,0.001,0.00274761904761905
"24678a85-dba7-4e0f-8ba8-feeb0652681c","CMS2",0.697573080653171,0.610660769442645,0.727488542942963,0.702010549222565,0.00699300699300699,0.014257826978675
"24eadb72-4bbd-4145-857b-fe9da0ce5aa4",NA,0.668784997513996,0.705477428839046,0.783919920957298,0.694324696543737,0.414585414585415,0.482289887531823
"24fb2b4e-bc69-4b86-8572-7d4705dd7c36","CMS1",0.598813725335963,0.817404705697986,0.700273174221083,0.786278490350947,0.00799200799200799,0.0155265609811064
"2557fd6d-a74a-4799-ae85-401817862b05",NA,0.733169470570139,0.698058715355171,0.777709190269773,0.652513566878597,0.233766233766234,0.285769315430332
"2577d221-4cc4-48b7-b4e3-70a07f547213",NA,0.680132125180837,0.788650855621555,0.723625209203758,0.760052804519888,0.893106893106893,0.942190536735991
"25c967af-093f-4668-a60a-d852c22c1bce",NA,0.851384559420071,0.650626916512348,0.721289910089512,0.790835275620676,0.258741258741259,0.313642240112828
"269994d7-f26d-4b93-9647-e12c3f1808e5","CMS3",0.643422125817302,0.72750097380712,0.605290608368097,0.764086198051682,0.00899100899100899,0.0171214923690171
"270115e4-3da5-45e5-abff-34fba5a75792","CMS2",0.79182660654234,0.597482361015688,0.703085448187038,0.830035071275187,0.00999000999000999,0.0187150511825836
"270db4e2-6cbe-4a81-a6f7-98fccae2e16c",NA,0.641867314238792,0.811178650595725,0.767450192253987,0.632234443691075,0.0899100899100899,0.118714237707373
"27404c59-9a94-4c61-ac2e-12bc30e12b4a","CMS2",0.846574487662324,0.602374078630038,0.750829755732976,0.763465842459902,0.013986013986014,0.0249843036220745
"286a49e7-8f49-4f1e-8d08-fad8337d707f","CMS1",0.511443431538693,0.824227910492146,0.72290578446597,0.687260074209034,0.001,0.00274761904761905
"290b9234-0d19-4a74-971e-73dad79f7e9a","CMS3",0.789597813942502,0.769910632660067,0.574791853952326,0.870414366353734,0.001998001998002,0.0049478418577131
"2a9575e3-6fd5-46be-a101-3bbb3ba391e4","CMS1",0.567286891329579,0.814730975331565,0.742565113336582,0.855027362906447,0.001,0.00274761904761905
"2ac8fc00-0df3-4b16-88f0-72a4f373a5f9","CMS1",0.470248804725731,0.818626303388864,0.738920401039878,0.635465530536617,0.001,0.00274761904761905
"2c15e60c-1190-4bcd-88df-d0707d737a17","CMS1",0.497713269293035,0.792353511932318,0.66884857824569,0.809876576323445,0.001,0.00274761904761905
"2c1b791c-1a1a-4b76-a819-6132bbdd3ed8","CMS1",0.632125690420263,0.750207402462847,0.744211247410397,0.682733108599456,0.027972027972028,0.0450834082118998
"2c73d8ac-84b9-4094-9f5e-fbd6c2e8eabf","CMS2",0.821748415048076,0.547411073035571,0.732154314721886,0.76878017007791,0.001,0.00274761904761905
"2cc2ce34-34fe-4d27-9b37-d5023ea14053","CMS1",0.590151090260005,0.838552773925271,0.772527343285219,0.780035183226764,0.001998001998002,0.0049478418577131
"2d7e6bc2-b313-41a4-9c5e-3e05d3be0f1f","CMS4",0.717785443901357,0.617890418819522,0.788984870136475,0.518692640108552,0.001,0.00274761904761905
"2d8aabfb-62cf-4113-8baf-948d1cdc8712","CMS4",0.682567332810335,0.767518886083265,0.606807546791547,0.604059902210928,0.012987012987013,0.0234172077922078
"2de49665-f00e-46f9-899b-95f4eb08c0cc",NA,0.804077690607777,0.72768515331141,0.723120774940768,0.893575000099315,0.984015984015984,1
"2dea7278-7221-43e6-bf22-713777beb618","CMS3",0.712365567887208,0.705467702125957,0.599605904574753,0.882488392241832,0.00899100899100899,0.0171214923690171
"2df88806-fbf2-4111-94b6-6f07901c5c94","CMS2",0.812100204913919,0.62387312942911,0.740391582429473,0.731192106914507,0.02997002997003,0.0479022362678872
"2e416248-8a8d-4d0b-b9d4-71d8c2d0ce07","CMS4",0.623181309542442,0.679358564394319,0.635445819515432,0.508495555211874,0.001,0.00274761904761905
"2f5d9fd6-ed20-4f84-b5cb-ac9c5be88256","CMS2",0.757039570172158,0.614709263412453,0.732199915776934,0.768976823337986,0.014985014985015,0.0264414484597971
"30bd820a-3a52-472d-bd9f-dc8818e482f9",NA,0.666462236822066,0.678966537375305,0.696562591885563,0.730818490071151,0.464535464535465,0.533938173380405
"30fd31d5-d8c2-4038-8cbe-e1c986621fd6","CMS1",0.521425747940303,0.845621144813227,0.677482649816451,0.713420602606371,0.001,0.00274761904761905
"31951036-bbb7-4f77-bce9-358a0ecd65ef","CMS2",0.806515176708824,0.548202491445256,0.749778565885798,0.62774322363721,0.001,0.00274761904761905
"31d7af50-fbc7-405b-9c0b-d7063d076d43","CMS1",0.549209499401759,0.707932402856889,0.56335572823407,0.582398895387904,0.001,0.00274761904761905
"323195bc-0cd4-4776-98ee-4df40163e914",NA,0.785349662733439,0.714759409074864,0.735627594370056,0.787218276541155,0.982017982017982,1
"32b62e42-3d6f-4315-aca9-b3718cd9f5b3",NA,0.776790842441337,0.621535680091272,0.788464693399329,0.622902375368665,0.036963036963037,0.0562735417616684
"32bf31af-9a05-4cc0-811c-b316991fd03f","CMS4",0.694822977864675,0.741786582743305,0.814500569095645,0.58489349355115,0.001998001998002,0.0049478418577131
"33b4cb11-fada-4d2b-b7ce-61077f94f0e9","CMS3",0.858927358847523,0.639665844183696,0.626961716691893,0.670188163196032,0.010989010989011,0.0203879721564609
"34111a2c-5b27-427e-890e-349b9974343c",NA,0.782240141410215,0.630682267331976,0.788018223749505,0.738465424115415,0.037962037962038,0.0571908509245324
"3455127d-0c83-4a52-ae3f-750717615d4d","CMS4",0.694120224214939,0.699768035647711,0.718146559209298,0.559413085767623,0.001,0.00274761904761905
"3456d4a1-bb29-4559-8c4e-c9b0e512fae3","CMS1",0.488432638797779,0.756920212824585,0.691263482234001,0.630552415274253,0.001,0.00274761904761905
"3530cc00-2ddb-42ad-98b7-997310495567","CMS1",0.589134344166876,0.766582531650172,0.659115648906669,0.685610361475132,0.002997002997003,0.00700109606992198
"35c3dc03-a8cc-46e1-b5f6-4106ff5875f6","CMS3",0.739363593809513,0.692659660993025,0.60834739466794,0.660211680927854,0.00599400599400599,0.0127152259505201
"363e9f25-63d0-4b66-bf5e-f2dc1f92b10f","CMS2",0.797526537165846,0.616403060483448,0.751752030220948,0.804208161151773,0.01998001998002,0.0339072692013868
"36d1d765-ba71-4c4e-9e87-748a209d4d1f",NA,0.620678130468401,0.810595030331302,0.66969638247069,0.789351078269435,0.042957042957043,0.0633918511156363
"3761f40c-f3ec-4719-acae-4404d8f9d1db","CMS3",0.643328796821128,0.69372652245777,0.600295095563172,0.770152751341273,0.011988011988012,0.0219589933875648
"377fd22f-52c4-4918-a5ae-5fa7d22db4d9",NA,0.686740957058013,0.792954606683261,0.713814852717171,0.744508138038336,0.863136863136863,0.918874483450129
"3836f766-08fc-4496-8470-3f9e51b14b3c","CMS3",0.597098353495783,0.731560717508736,0.556057189064472,0.786067766197896,0.001,0.00274761904761905
"38e10d96-15c3-43a3-a6d7-872a37ad80ef",NA,0.796877962774029,0.709369200782893,0.671428863265135,0.849063684821975,0.391608391608392,0.457404943234903
"39ae58b5-3623-4b68-b615-c4ba9e0996af",NA,0.750144950667013,0.738217431152881,0.620304360613154,0.861767806697391,0.0559440559440559,0.0795067001963554
"39cc4b89-1b55-4683-b942-f3c11111a052","CMS2",0.743816950198046,0.603510446245004,0.746021281684895,0.688712706710685,0.00799200799200799,0.0155265609811064
"39e09a21-6d1a-4a34-8227-8f30bbd5065b",NA,0.744036120238807,0.647320268696853,0.63816090636874,0.764635160604835,0.0889110889110889,0.117934938624594
"39e3635b-9eda-44d0-96d4-164b8df4759e",NA,0.755808909310625,0.668842387061247,0.631712182287125,0.800068864825572,0.127872127872128,0.164325652076209
"3b8b7b48-4dd6-48c0-b36f-a554b5a2e0a9","CMS2",0.814035753371766,0.567362504025902,0.714478066145982,0.597213261861812,0.001,0.00274761904761905
"3bbac6c7-4c64-48a6-8d2e-9894c430fbfa","CMS3",0.721921961530523,0.646116337987507,0.599875593220801,0.726430851698053,0.002997002997003,0.00700109606992198
"3c00f619-f9c3-4747-88bc-359e9ddec812","CMS3",0.775250824150166,0.63903514931037,0.566238220413655,0.758220293763977,0.001998001998002,0.0049478418577131
"3c18b7f5-f53e-4721-a470-ae4410c0592b",NA,0.796397612885984,0.698802297399699,0.738243991888893,0.871462766900014,0.781218781218781,0.842051605111307
"3d1c16a9-2729-4213-9d60-3fc34b4d9911",NA,0.699227956770716,0.67328432204948,0.747891527244583,0.664105794543529,0.337662337662338,0.399244198424526
"3d4b05f4-cce7-4dcf-a17e-6172cb81febb",NA,0.651873505494975,0.702342747859275,0.745161946748433,0.744571167841115,0.20979020979021,0.257550959678619
"3d6546ee-5ed5-4c74-a62b-f3fb397e66c3","CMS1",0.614388914184606,0.677893767419665,0.621847538464555,0.614806280832293,0.00799200799200799,0.0155265609811064
"3db2ccda-ad2e-4c6d-932d-0df14befb266",NA,0.79275399364054,0.68601938221127,0.796063859805159,0.658125970467449,0.377622377622378,0.441963715797387
"3dc960e0-9cdc-46d2-aba1-d5d02a764ef3",NA,0.707188043154813,0.79282258636023,0.726586858551444,0.739929516924204,0.895104895104895,0.942190536735991
"3e022a8d-d2d4-40e2-8119-e1e027fc5f77","CMS2",0.581600834104846,0.574099635543152,0.688321694584531,0.607759366075863,0.001,0.00274761904761905
"3e23d91a-21d1-49ea-955c-3a83300ecbbe","CMS4",0.616498946778644,0.692669146362339,0.707219825255162,0.382828000357113,0.001,0.00274761904761905
"3e43db02-7668-4a5e-8ffd-7df2ce478ffc",NA,0.770461536644254,0.820218148684926,0.746281309339118,0.704150727467213,0.943056943056943,0.975168200974653
"3f4c314a-57a9-483e-826c-e963a466ae57","CMS2",0.796000181497254,0.525125870718727,0.745949532825301,0.735862520372733,0.001,0.00274761904761905
"3f96e15a-56f8-4546-95c4-f640c6629195",NA,0.745295715190994,0.715593011473632,0.702435765704301,0.857510987707544,0.882117882117882,0.936027275476817
"40bae59e-f9a0-4c79-a146-c3be2d6f900f",NA,0.811570835773062,0.628553557276945,0.668542393495472,0.71987215548923,0.0909090909090909,0.119759236197592
"40fa17c0-c7e8-40df-8375-f1dde93d5e9c","CMS3",0.712962795895958,0.688879890974149,0.612173517181783,0.724508028175376,0.00599400599400599,0.0127152259505201
"411ef195-13d2-4c3a-b8df-b3e6150fe73d","CMS2",0.782212743632005,0.581296165691572,0.721697049007064,0.71787734120157,0.002997002997003,0.00700109606992198
"412ee00f-b292-46e8-b178-aff532e65fcb","CMS3",0.597349247609448,0.652566389262486,0.5912008165308,0.669777806967899,0.00699300699300699,0.014257826978675
"4167d62e-8d12-4cba-9198-157975a8ea25","CMS3",0.718517748500459,0.629634528246436,0.522969615399435,0.753376788368106,0.001,0.00274761904761905
"41a9b39d-c8b3-4b5f-9c1f-952ac04cb441","CMS3",0.734499349313959,0.652092586475809,0.554412826863992,0.826789482817272,0.001,0.00274761904761905
"41bfdd27-c95e-48a1-9ea2-b3b3d9aacc97",NA,0.821759372498921,0.759559568945506,0.670032682009637,0.878837478772596,0.274725274725275,0.330932115900801
"42cd4100-63f7-4b36-a996-f7a6f69e6b57","CMS4",0.618804690102269,0.65570315307758,0.656923022026433,0.398464189592668,0.001,0.00274761904761905
"436c03fc-d558-45a2-8c7c-bbf123f0e415","CMS2",0.727728723300745,0.519550952820897,0.631064500769652,0.752946870172751,0.001,0.00274761904761905
"4506583b-6956-48cd-ad3e-a94e4183bfd1",NA,0.756130092717447,0.790343683955172,0.726907918763338,0.690219733410459,0.898101898101898,0.942190536735991
"456e94a2-2a07-426c-9857-3d71647393a9","CMS4",0.729441838291462,0.683468168301999,0.740916539574738,0.464104082312743,0.001,0.00274761904761905
"457ab960-e685-4103-97e9-4868dbc364a2",NA,0.842952756988329,0.777544194926732,0.82513316630761,0.755250026591565,1,1
"45b0fc1b-6965-4a94-90a3-83033c553edf",NA,0.818827554676971,0.740281565033939,0.65757934160919,0.891251280793665,0.341658341658342,0.403142869400538
"45ba0a79-66ad-4fae-9212-086fc4b5c0be","CMS2",0.807332402095344,0.597847498268772,0.687654677301044,0.840960732145101,0.00999000999000999,0.0187150511825836
"46591224-ceed-4db1-b30c-b8323034639c",NA,0.779133283051839,0.674633428434774,0.810382327791773,0.779815277876124,0.441558441558442,0.509558441558442
"470a6a57-b224-4cb9-99d6-f38b3c52350f","CMS2",0.736009923706918,0.578938886785585,0.72454863424694,0.586992233290418,0.001,0.00274761904761905
"47223194-1d72-4848-aa3b-221c9ffcd8fa",NA,0.8377819913445,0.708607236721906,0.745522650535629,0.847737878487275,0.946053946053946,0.976517221597723
"477b8769-8e6d-408d-a1d6-a57ece08fb9a","CMS3",0.734590953370859,0.712659004455049,0.604311914909714,0.715835649421374,0.00899100899100899,0.0171214923690171
